name,email,website,phone,address,sent
Crêperie bar à vins Ici,,,,19 Avenue du Maréchal Foch Marseille,non
Le Vénitien,,,,,non
Pizza Ferrari,,,+33 4 91 42 86 02,178 Rue Ferrari Marseille,non
Delizie,,,,,non
Green Love,sales@nicsell.com,http://www.greenlove.fr/,,22 Marseille,non
Le Pied-de-Mouton,,,+33 6 18 32 29 11,44 Cours Julien Marseille,non
Les Tonnelles,,,,127,non
Le Regali de Manon,,,,,non
Le Club House,,http://www.le-club-house.com/,,,non
Snack bar Maritime,,,,,non
Le Rhul,,http://www.lerhul.fr,,,non
Le Peron,,http://www.restaurant-peron.com/,,56 Corniche du Président John Fitzgerald Kennedy,non
Le petit pavillon,,https://www.lepetitpavillon.com/,,54 Corniche du Président John Fitzgerald Kennedy,non
Le Culti,,http://www.leculti.com/,,222,non
Les Jardins d'Asie,,,+33 4 91 68 16 18,593 Avenue du Général Leclerc Allauch,non
Le Relais de Passe-Temps,,,,,non
Ibis Styles,hb2c6@accor.com,https://all.accor.com/hotel/B2C6/index.en.shtml,+33 4 42 74 74 74,,non
Dragon Impérial,contact@dragonimperial.eu,https://www.dragonimperial.eu/,+33 4 42 09 00 90,2515 Chemin de Velaux Les Pennes-Mirabeau,non
Buffalo Grill,,https://www.buffalo-grill.fr/nos-restaurants/marseille-cabries,+33 4 42 02 54 73,Cabriès,non
Piu,info.piupdc@gmail.com,https://www.restaurantpiu.fr/le-menu-w1,+33 4 42 31 00 93,Chemin départemental 6 Les Pennes-Mirabeau,non
La Grillade Coté Terre,,,,,non
BBQ Hallal,,,,,non
L'auberge du Mérou,,https://aubergedumerou.fr/,,,non
Cafétéria,,,,,non
Babel,,,,,non
Capo Rosso,,http://www.capo-rosso-restaurant.com/,,,non
L'Oliveraie,,https://www.loliveraie-restaurant-chateau-gombert.com/,,112,non
Salah Thai,,,,89,non
Restaurant Bar PMU du Bon Coin,,,,,non
Au Chabrot,,,,,non
Snack Regal Food,,,,,non
Les Bords de Mer,,,,52 Corniche du Président John Fitzgerald Kennedy,non
Bistrot Romain,,,,,non
Shangaï Fast Food,,,,,non
El Rancho,,,,,non
L'Entracte,,,,,non
Villa Mont Liban,,,,,non
Les Platanes,,,,,non
La Couscoussière,,,+33 4 91 40 60 90,23,non
Chez Thuong,,,+33 4 91 79 15 40,83,non
Le Bistrot de Lorette,,http://lebistrotdelorette.com/,+33 4 91 40 63 32,1,non
Restaurant-bar la Gouffone,,,,,non
Duc Dat,,http://www.restaurant-duc-dat-marseille.com/,,,non
Boissonnerie,,,,,non
Bar Restaurant de La Grotte,jean@exemple.fr,http://www.lagrotte-13.com,+33 4 91 73 17 79,,non
La Baie des Singes,,https://www.la-baie-des-singes.fr/,+33 4 91 73 68 87,,non
La Riviera,vous@email.com,https://larivierarestaurant.fr/,+33 4 91 73 27 27,Place Joseph Vidal Marseille,non
Le Pacifique 4,,,,,non
La table des Garrigues,,,,,non
Le Gant d'Or,,,,11 Marseille,non
Melekh A Pizza,,,,26 Marseille,non
Restaurant bar pizzeria de la Fontaine,,,,,non
Le Comptoir Marseillais,,,,,non
AM (Alexandre Mazzia),chef@alexandremazzia.com,http://alexandremazzia.com/,+33 4 91 24 83 63,9 Rue François Rocca Marseille,non
Restaurant De La Gare,,https://www.restaurant-de-la-gare-la-penne-sur-huveaune.fr/,+33 4 86 77 71 82,,non
Le Meltin'Pot,,,+33 9 84 45 50 42,271,non
Villa Collomba,,http://www.restaurant-villa-colomba.com/,,,non
Viet Xua,,http://www.viet-xua.fr,,176 Boulevard Voltaire,non
Comme à la Maison,,,,,non
La Terrasse de Saint-Giniez,,,,,non
L'Art des Mets,,http://www.lart-des-mets.com,+33 4 91 35 32 25,124,non
Le Gargantua,,,,,non
Pizza Pierrot,,https://www-pizza.fr/pizza-pierrot-marseille13011,,1 Marseille,non
TR&Rouge,,,,17 Marseille,non
Les 3 Brasseurs,,,+33 4 91 31 04 79,,non
La Piazza des Frangins,,https://lapiazzadesfrangins.com/,,1 Marseille,non
Marou Traiteur,,,,,non
Hai Dong,,,,,non
Le K,,,,,non
Vina Wok,,,,,non
L'Auberge des Calanques,,,+33442021193,3 Chemin de la Gare,non
Le Petit Port,,http://restaurant-le-petit-port.fr/,,,non
La calanque blanche,,https://lacalanqueblanche.fr/,+33 4 91 66 81 04,,non
Italova,,https://italova.com,+33 4 91 75 18 06,3 Boulevard Gillibert,non
Restaurant universitaire Galinat,,,,,non
Restaurant scolaire de l'ORT,,,,,non
Jinjiang Express,,,,,non
Basta Cosi,,,+33 4 91 07 36 37,8 Avenue Salvador Allende Allauch,non
R2C,,,,Rue Paul Langevin Marseille,non
Buffalo Grill Marseille La Valentine,,https://www.buffalo-grill.fr/restaurant/marseille-la-valentine,,,non
Il Ristorante,contact.cabries@ilristorante.fr,https://www.ilristorante.fr/il-ristorante-le-restaurant-italien-de-plan-de-campagne-cabries/,+33 4 42 02 28 15,Chemin La Grande Campagne Cabriès,non
Kiosque le Calice,,,,,non
Aux Pieds Tanqués,,,,,non
Le Comptoir de la Palmeraie,,,,,non
A Modo Mio,,,,Quai du Port Marseille,non
Le souk,,,,Quai du Port Marseille,non
fioupelan,,,,Quai du Port Marseille,non
Le Greenwhich,,,,,non
Chez Mano by l'Étoile bleue,,,,29 Boulevard des Frères Godchot,non
Restaurant Administratif,,,,,non
Lautraix,lotrerestaurant@hotmail.fr,https://lautraix.com/,+33 4 42 20 34 76,255 Route de Berre Aix-en-Provence,non
Naruto,,https://www.restaurant-naruto.com/,+33 442214907,19 Rue de la Verrerie Aix-en-Provence,non
Brasserie des Platanes,,,+33 442230673,2112 Route de Sisteron Aix-en-Provence,non
Les terrasses du Z5,,,,,non
La Table Verte,,,+334 42 27 47 60,Chemin de Roman,non
Café du Roi René,,,,61 Cours Mirabeau Aix-en-Provence,non
Europia,europia13@bbox.fr,http://www.europia-aix.com/,+33 6 60 67 75 60,16 Rue des Baux Aix-en-Provence,non
Bagel Story,bagelstoryaixenprovence@gmail.com,https://bagelstory.fr/,+33 4 42 20 75 52,7 Rue Bouèno Carrièro Aix-en-Provence,non
O'Gustus,,https://ogustus.com/,+33 442219837,7 Rue des Bouteilles Aix-en-Provence,non
Chez Ama,,,,9 Rue Isolette Aix-en-Provence,non
Petit Baron,mathieucami@yahoo.fr,,+33 6 13 02 21 04,2 Place des Fontêtes Aix-en-Provence,non
Le bistrot de la Manufacture,,,+33442913553,,non
Zazaï,,http://zazai.fr/,+33 4 42 52 65 50,500 Route de Berre Aix-en-Provence,non
Les Saveurs d'Aix,,,+33 783394544,1 Avenue du Maréchal de Lattre de Tassigny Aix-en-Provence,non
Paristanbul,,,,13 Rue de la Couronne Aix-en-Provence,non
La belle époque,,,,29 Cours Mirabeau Aix-en-Provence,non
La Pinède,cafooding@gmail.com,https://lapinede-aix.fr/,+33 4 42 39 99 63,3 Rue Frédéric Mistral Aix-en-Provence,non
La Calèche,,,,,non
Au coin libanais,,,,,non
Chez toussaint,,,,,non
Le Bouddoir,,https://restaurant-lebouddoir-aix.fr/,+33 9 51 53 25 90;+33 7 45 09 22 90,28 Place des Tanneurs Aix-en-Provence,non
Café du Temps,,,,31,non
Chez Lion,nom@domain.com,https://chezlion.fr/,+33 442595889,26 Place des Tanneurs Aix-en-Provence,non
Le Mas de Meyreuil,,,,,non
Relais Le Clairefontaine,,https://www.le-relais-de-clairefontaine.fr/,+33 442584178,Route Nationale 7 Meyreuil,non
Le Relais Bleu,,http://www.restaurant-relaisbleau.com,+33 4 42 66 90 34,,non
La Crep Sautiere,,,,18 Rue de Bédarrides Aix-en-Provence,non
La Tomate Verte,interested@domainmarket.com,https://latomateverte.com,,15 Rue des Tanneurs Aix-en-Provence,non
Le Petit Bistrot,,,,4 Place des Augustins Aix-en-Provence,non
La maison du Handbuger,,https://www.burger-bar.fr/,+33 4 88 14 40 50,8 Place des Augustins Aix-en-Provence,non
Pizzeria Chez Jo,chezjoaix@gmail.com,https://www.chez-jo.fr/,+33 4 42 26 12 47,59 Rue Espariat Aix-en-Provence,non
Le Nélio,contact@lenelio.com,https://www.lenelio.com/,+33 4 42 90 00 00,155 Rue Charles Duchesne Aix-en-Provence,non
New Saigon,,,,580 Rue Guillaume du Vair Aix-en-Provence,non
La Fromagerie du Passage,fromagard@gmail.com,https://lafromageriedupassage.com,,,non
Le Relais Cézanne,,,,,non
Divan d'Antioche,,,+33 4 42 21 19 38,,non
Les Caves Henri IV by Jean-Luc Le Formal,,http://www.restaurant-leformal.com/,+33 4 42 27 08 31,32 Rue Espariat Aix-en-Provence,non
Le Pigonnet,info@hotelpigonnet.com,https://www.esprit-de-france.com/fr/hotels/hotel-le-pigonnet/restaurant/restaurant-la-table-du-pigonnet,+33 4 42 59 61 07,5 Avenue du Pigonnet Aix-en-Provence,non
Au petit coin,,,,601 Avenue Gaston Berger Aix-en-Provence,non
L'Archevêché,contact@archeveche-aix.fr,https://archeveche-aix.fr/,+33 4 42 21 43 57,36 Rue Gaston de Saporta Aix-en-Provence,non
Be Wok,,,+33 4 42 96 34 67,4 Rue Corindon Éguilles,non
Aux Délices du Liban,nom@domain.com,https://aux-delices-du-liban.com,+33 4 42 26 79 91,,non
Chez Nine,,,,22 bis Rue du 11 Novembre Aix-en-Provence,non
L'Orangerie,info-aquabella@partouche.com,https://www.aquabella.fr/restaurants-bars/restaurant-l-orangerie,+33 4 42 99 15 00,2 Rue des Étuves Aix-en-Provence,non
Brasserie Camille,brasseriecamille@gmail.com,https://brasseriecamille.fr,+33 442906712,Route de la Côte d'Azur Meyreuil,non
Drôle d'Endroit,,http://www.droledendroit.net/,+33 4 42 38 95 54,14 Rue Annonerie Vieille Aix-en-Provence,non
Chez Charlotte,,,+33 4 42 26 77 56,,non
Delhi Delice,delhidelice@gmail.com;souvenirsdelinde@gmail.com,http://www.delhidelice.fr,+33 4 42 26 53 06,22 Rue Félibre Gaut Aix-en-Provence,non
L'Estello,cafe.estello@orange.fr,https://sites.google.com/view/estello-aix-en-provence/accueil,+33 4 42 50 03 69,1 Cours Mirabeau Aix-en-Provence,non
Le Portofino,hello@centralapp.com,https://leportofinoaix.fr,+33 442382890,38 Forum des Cardeurs Aix-en-Provence,non
Bento Chiyo,,,+33486316377,7 Rue Portalis Aix-en-Provence,non
Bistroquet,,https://www.lebistroquet.fr/,+33 4 42 26 75 55,27 Place Ramus Aix-en-Provence,non
Le Bistrot,,,+33442233461,5 Rue Campra Aix-en-Provence,non
La Terrasse de Maxime,,,,40 Avenue Robert Schuman Aix-en-Provence,non
Aix'T'Asie,,https://m.facebook.com/AixtAsie-FOOD-121043501674284/,+33488296032,4 Boulevard des Deux Ormes,non
La Menara,,https://www.la-menara.com/,+33 4 42 63 70 06;+33 6 95 21 53 22,24 Rue des Tanneurs Aix-en-Provence,non
Le Piston,,,,,non
Maurizio,,,+33 4 42 28 82 58,2 Rue des Tanneurs Aix-en-Provence,non
Nem Viet,,,,4 Rue Isolette Aix-en-Provence,non
Jardin Mazarin,contact@jardinmazarin.com,https://www.jardinmazarin.com/,+33 442660531,15 Rue du 4 Septembre Aix-en-Provence,non
Monna Isa,,,,19 Place Ramus Aix-en-Provence,non
Jaquou le Croquant,jacquoulecroquant@wanadoo.fr,https://www.jacquoulecroquant.com/,+33 765825768;+33 442273719,2 Rue Aumône Vieille Aix-en-Provence,non
Étude,loicpetri@gmail.com,https://www.etude-aix.fr/,+33 4 42 91 37 56,,non
La Flamme d'Aix,laflammedaix@icloud.com,https://laflamme-aix.fr/,+33 6 59 59 95 88,9 Rue Aumône Vieille Aix-en-Provence,non
Taiyo,nom@domain.com,https://taiyorestaurant.fr/fr,+33 684154992,1 Rue de l'Annonciade Aix-en-Provence,non
Les Vieiles Canailles,,https://vieilles-canailles.fr/,+33 442914175,7 Rue Isolette Aix-en-Provence,non
Le Patio,contact@lepatio-aix.fr,https://www.lepatio-aix.fr/,+33 442930203,16 Rue Victor Leydet Aix-en-Provence,non
Le Ramus,,https://www.restaurant-le-ramus-aix.fr/,+33 966934475,12 Place Ramus Aix-en-Provence,non
Izumi,,,,,non
Le Bouche à Oreille,leboucheaoreille.aix@gmail.com,,+33 9 72 89 19 19,1 Rue Aumône Vieille Aix-en-Provence,non
La Case Créole,dunandmp@gmail.com,https://casecreole.fr/en,+33 442269964,50 Rue Aumône Vieille Aix-en-Provence,non
Mammo,,,,15 Rue Constantin Aix-en-Provence,non
Le Chastel,contact@lechastel.fr,https://www.lechastel.fr/,+33 4 42 29 70 64,2 Rue Portalis Aix-en-Provence,non
Le Saint Jean,,https://aixlesaintjean.fr/,+33 4 42 64 41 74,16 Place des Prêcheurs Aix-en-Provence,non
Pizza Des Arts,,,,4 Place Joachim Gasquet Aix-en-Provence,non
Grenache,grenacheaix@gmail.com,https://grenache-aix.eatbu.com/?lang=fr,+33 980828592,2 Place Joachim Gasquet Aix-en-Provence,non
Chapitre Vin,,https://chapitre-vin.com/,,,non
Yojisu,,http://www.yoji.fr/,+33 4 42 38 96 21,130 Rue Bastide de Verdaches Aix-en-Provence,non
Chez Thomé,,,,,non
Le P'tit Breton,,https://www.leptitbreton-creperie.com/restaurant/le-ptit-breton-aix,+33 4 13 41 83 72,67 Rue d'Italie Aix-en-Provence,non
Le royal Gambetta,,,+33 4 42 23 58 72,18 Cours Gambetta Aix-en-Provence,non
Tandem,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.tandem-aix.fr,07 59 64 77 33,38 Rue Lieutaud Aix-en-Provence,non
Le Poivre d'Ane,lepoivredane@club-internet.fr,https://lepoivredane.eatbu.com/?lang=fr,+33 442213266,40 Forum des Cardeurs Aix-en-Provence,non
L'Opera,nom@domain.com,https://lopera-restaurant-aix-en-provence.fr/fr,+33442124467,18 Rue Fermée Aix-en-Provence,non
Dodo Kitchen,,https://dodokitchenrestaurant.fr,,4 Rue des Alpilles Aix-en-Provence,non
Le Cintra,,,,14 Place Jeanne d'Arc Aix-en-Provence,non
La Chichoumeille,,,+33442391844,4 Avenue Albert Couton Les Milles,non
Café des Negociants,,,+33 4 42 21 10 46,4 Avenue Pasteur Aix-en-Provence,non
Da Noemi,nom@domain.com,https://da-noemi-aix-en-provence.fr/fr,+33 412203606,9 Rue Jacques de la Roque Aix-en-Provence,non
Francesca,contact@francesca.com,http://www.francesca.com/fr/restaurants/francesca-aix-en-provence,+33 388520133,15 Cours Gambetta Aix-en-Provence,non
Le Garde Manger,,,+33 4 42 59 33 65,,non
Brunch Aila,,https://brunchaila.fr/,+33 6 16 41 48 03,52 Place Richelme Aix-en-Provence,non
Tita,contact@titatruck.fr,https://www.titaaix.fr/,+33 9 86 46 40 46,11 Rue des Bernardines Aix-en-Provence,non
Le Mogador,,,+33 442 907 828,4 Avenue Fortuné Ferrini Aix-en-Provence,non
Hanzo,contact@hanzobento.fr,https://hanzobento.fr/,+33 442773765,1 Boulevard Victor Coq Aix-en-Provence,non
Marasino - Vinoteca Restaurant Lounge bar,,,,,non
Casa Capri,,,,48 Rue des Cordeliers Aix-en-Provence,non
Phatsara,,,+33 9 82 555 055,4 Rue Vanloo,non
Lou Cigalou,,,,90 Chemin de la Pioline Aix-en-Provence,non
Crepes a Gogo,,,,Passage Victor Hugo Aix-en-Provence,non
de l'une à l'autre,delunealautre.aix@gmail.com,,+33 4 42 22 79 61,12 Rue du Cancel Aix-en-Provence,non
L'Atélier Gourmand,,,,,non
Opère,contact@opere.fr,https://www.opere.fr/,+33782836093,1840 Route de Berre Aix-en-Provence,non
Restaurant Pierre Reboul,restaurant@chateaudelapioline.com,https://www.chateaudelapioline.com/fr/restaurant-gastronomique-aix.html,+33442522727,260 Rue Guillaume du Vair Aix-en-Provence,non
Le Yen,,https://leyen-aixenprovence.fr/,+33 4 12 05 55 95,2-4 Rue Paul Doumer Aix-en-Provence,non
Seito Sushi & Grill,contact@seito.fr,http://www.seito.fr,+33 4 42 27 11 96,14 Place Jeanne d'Arc Aix-en-Provence,non
Coquillages Roy René,,,+33 4 42 93 05 05,120 Route d'Avignon,non
La Chimère Café,,,+33442383000,15 Rue Brueys,non
Girafe,,https://www.girafe-aix.fr/,+33 609438826,6 Rue de la Verrerie Aix-en-Provence,non
La Pizza,,,+33 4 42 26 22 17,3 Rue Aude Aix-en-Provence,non
La table du boucher,,,,,non
Sinh Ky,,http://www.livraison-plat-asiatique-aix.fr,+33 4 42 27 63 07,33 Rue de la Verrerie Aix-en-Provence,non
Le Maharaja,,,+33 4 42 58 98 54,16 Rue des Tanneurs Aix-en-Provence,non
Mitch,,,+33 4 42 26 63 08,26 Rue des Tanneurs Aix-en-Provence,non
Bella Vita,,,,,non
Loubon,,,,33 Cours Mirabeau Aix-en-Provence,non
Gueuleton,aixenprovence@gueuleton.fr,https://www.gueuleton.fr/gueuleton-aix-en-provence/,+33442960652,70 Place Richelme Aix-en-Provence,non
Le Forum,,,,6 Rue Peyresc Aix-en-Provence,non
Via Veneto Chez Nino,antonino.donato@gmail.com,https://viavenetocheznino.eatbu.com/,+33 442578963,6 Rue du Griffon Aix-en-Provence,non
Chez Laurette,,,,,non
Comptoir des Cardeurs,,,+33 4 42 21 69 51,18 Forum des Cardeurs Aix-en-Provence,non
La Maison du Handburger,,,,Forum des Cardeurs Aix-en-Provence,non
Di Micheli,,,,,non
Les baratineurs,,https://www.les-baratineurs-restaurant-aix-en-provence.com/,,41 Forum des Cardeurs Aix-en-Provence,non
Angelina,nom@domain.com,https://angelina-aix-en-provence.fr/fr,+33 669435075,7 Rue Mérindol Aix-en-Provence,non
Au p'tit tajine,,,+33 4 42 58 61 85,4 Rue de la Treille Aix-en-Provence,non
Faubourg 46,,https://faubourg46.fr/,,46 Cours Sextius Aix-en-Provence,non
Bottega da Verri,,,,,non
Panuozzo MIO,,,+33442698748,,non
Le Papagayo,,https://papagayo-aix.fr/,+33 9 54 59 44 23,,non
Prima Pasta,,https://www.prima-pasta.fr/,+33 4 42 21 33 00,,non
Le Rendez-Vous,,https://www.le-rendez-vous-restaurant-aix-en-provence.com/,,32 Forum des Cardeurs Aix-en-Provence,non
Pekyo,,https://pekyo-13.fr/,+33 4 42 38 39 56,12 Rue Vanloo Aix-en-Provence,non
La marocaine,,,+33 4 42 27 63 68,3 Rue Vanloo Aix-en-Provence,non
Mr. Chou,,,,42-44 Cours Sextius Aix-en-Provence,non
Solférino,,,,3 Place d'Arménie Aix-en-Provence,non
Les Voutes,,,,17 Rue d'Italie Aix-en-Provence,non
Entre midi et deux,,,,9 Rue d'Italie Aix-en-Provence,non
Hitokuchi,Hitokuchi.aixenprovence@gmail.com,https://hitokuchi.eatbu.com/?lang=fr,+33 442968078,1 Rue d'Italie Aix-en-Provence,non
Le Forbin,,https://leforbin.fr/,+33 4 88 14 48 40,2 Rue d'Italie Aix-en-Provence,non
Maison Carne,maisoncarneaix@gmail.com,https://www.maisoncarne.com/,+33 9 50 39 59 34,11 Rue du Maréchal Joffre Aix-en-Provence,non
Tanja,,https://www.instagram.com/tanja.aix/,+33 6 98 98 74 16,30 Rue du Maréchal Joffre Aix-en-Provence,non
Le Miollis,,,,,non
Brasserie du Park,,,,1093 Route d'Avignon Aix-en-Provence,non
L’escargot,contact@escargotaix.com,https://escargotaix.com/,+33 685999037,10 Avenue Winston Churchill Aix-en-Provence,non
Wild Café,antoine.iachella@hotmail.fr,https://wild-cafe.eatbu.com/,+33 4 42 57 86 26,28 Avenue Fortuné Ferrini Aix-en-Provence,non
Chez Gaby,,,,42 Avenue Fortuné Ferrini Aix-en-Provence,non
Brasserie du Pont de l'Arc,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://pontdelarc.wixsite.com/bpa,+33 4 42 27 76 88,56 Avenue Fortuné Ferrini Aix-en-Provence,non
Nao Sushi,,,,,non
Cholox,,,,,non
Cafétéria de la MMSH,,https://www.crous-aix-marseille.fr/restaurant/cafeteria-mmsh-3/,,5 Rue du Château de l'Horloge Aix-en-Provence,non
Paroxysme,,,,2 Rue Boulegon Aix-en-Provence,non
Seven Seventy,,https://synagogue-aixenprovence.fr/informations-communautaires/,,21 Avenue des Belges Aix-en-Provence,non
Le Souk Provençal,Lesoukprovencal@gmail.com,https://lesoukprovencal.eatbu.com/,+33 4 42 58 95 78,15 Avenue Albert Baudoin Aix-en-Provence,non
Big Sushi,,,,,non
Le beeftrot,,https://www.beeftrot-restaurant-aix-en-provence.fr/,,6 Rue du Griffon Aix-en-Provence,non
Le petit Verdot,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.lepetitverdot.com/,+33 4 42 27 30 12,7 Rue d'Entrecasteaux Aix-en-Provence,non
La Bouchée,laboucheeaix13@gmail.com,https://labouchee-aix.com/,+33 442615839,5 Rue d'Entrecasteaux Aix-en-Provence,non
Dîna,nom@domain.com,https://dina-aix-en-provence.fr/fr,+33 442274585,2 Rue d'Entrecasteaux Aix-en-Provence,non
La Cascada,contact@lacascada.fr,https://lacascada.fr/,+33 4 42 38 66 91,29 Rue Fermée Aix-en-Provence,non
Toinou Les Fruits de Mer,,https://www.toinou.com/,+33 4 42 58 08 59,58 Avenue Henri Malacrida Aix-en-Provence,non
Restaurant Universitaire des Fenouillères,,,,,non
l'Incontournable,incontournable.aix@gmail.com,,+33 9 80 32 86 32,5 Rue des Epinaux Aix-en-Provence,non
Au Goût du Monde,aix.augoutdumonde@gmail.com,https://www.augoutdumonde.fr/,+33 6 70 98 47 23,38 Rue des Bernardines Aix-en-Provence,non
La Boucherie,,,,,non
L'Opus bistro,,,,,non
L’Eden,,,,1020 Route de Berre,non
A Casetta,acasetta13590@gmail.com,,+33 9 55 94 58 84,2 Chemin de la Sarrière Meyreuil,non
Le mariole,,https://www.lemariolegruppo.fr/,,15 Passage Agard Aix-en-Provence,non
Côté Cour,,https://restaurantcotecour.fr/,+33 4 42 93 12 51,19 Cours Mirabeau Aix-en-Provence,non
Ma première cantine,,https://mapremierecantine.fr/aix.html,+33 4 42 61 36 33,5 Avenue Victor Hugo Aix-en-Provence,non
Corner Bistro,,https://www.cornerbistro-restaurant-aix-en-provence.fr/,+33 4 42 91 30 47,3 Avenue Victor Hugo Aix-en-Provence,non
La Petite Ferme,,https://lapetiteferme-aix.com/,+33 4 42 26 68 84,7 Avenue Victor Hugo Aix-en-Provence,non
BIG BRO,thomas.sauret@gmail.com,https://www.bigbroaix.com/,+33 4 42 26 77 72,6 Place des Augustins Aix-en-Provence,non
La Rotonde,,https://www.larotonde-aix.com/,+33 4 42 916 170,Place Jeanne d'Arc Aix-en-Provence,non
La Maison Française,restaurant.aix@lamaisonfrancaise.com,https://www.lamaisonfrancaise.com/fr/content/11-restaurant-bar-a-cocktails-et-salon-de-the-a-aix-en-provence,+33 4 42 12 69 09,2 Rue Fernand Dol Aix-en-Provence,non
Le Balto,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://monsiterestaurant.wixsite.com/le-balto,,63 Rue d'Italie Aix-en-Provence,non
Naya,,,,,non
Taverna par Éléa,,,,15 Rue Jacques de la Roque Aix-en-Provence,non
Maison Nosh,hello.maisonnoshaix@gmail.com,http://www.maison-nosh.com/,+33 6 52 86 22 39,Place François Villon Aix-en-Provence,non
Princesse 17,,,,8 Rue de la Paix Aix-en-Provence,non
La Galzoneria,,,+33 6 12 17 42 53,21 Rue Vanloo Aix-en-Provence,non
Campanile,,,,,non
La Bastide de Venelles,la-bastide-de-venelles@orange.fr,https://www.labastidedevenelles.fr/,,Rue des Michelons Venelles,non
Toasushi,,https://www.toasushi.fr/,+33 4 13 41 95 95,,non
Casa Giulia,,https://aixpioline.fr/casa-giulia/,+33 4 42 54 52 25,115 Rue Arnaud Borrili Aix-en-Provence,non
Grey Sushi,contact@grey-sushi.fr,https://www.grey-sushi.fr/,+33 442263842,4 Avenue des Belges Aix-en-Provence,non
L'envie,,,+33488143400,16 Rue Duperrier Aix-en-Provence,non
Sielanka,sielanka@restaurant-sielanka.fr,https://www.restaurant-sielanka.fr/,+33 9 83 67 51 58,22 Cours Sextius Aix-en-Provence,non
Nguyen Thanh,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.nguyenthanh.fr/,+33 4 42 23 49 14;+33 6 26 60 55 27,16 Rue Gaston de Saporta Aix-en-Provence,non
Les P’tites Bouchées,,http://lesptitesbouchees.com/#menus,+33 661722350,17 Rue Aumône Vieille Aix-en-Provence,non
Cay Tam,info.caytam@gmail.com,https://caytam.fr/,+33442272811,29 Rue de la Verrerie Aix-en-Provence,non
Le Four Aixois,,,+33 4 42 38 49 79,4 Rue Boulegon Aix-en-Provence,non
Délices Capoue,ddcpizzaaix@gmail.com,https://www.ddcpizza.fr/,+33 6 64 00 66 63;+33 4 42 27 72 16,34 Rue Brueys Aix-en-Provence,non
LeKabanon des écuries de l'aube,lekabanon13100@gmail.com,https://www.lesecuriesdelaube.com/,+33 4 42 24 92 86,Route du Plan de Lorgue,non
Li palace raviolis,,,,4 Rue Emeric David Aix-en-Provence,non
IT Italian Trattoria,,https://restaurants.it-trattoria.fr/aix-en-provence-cours-mirabeau/,+33 442693250,37 Cours Mirabeau Aix-en-Provence,non
Kyoto,kyoto.aix@gmail.com,https://kyoto-lepetitjapon.fr/,+33 987045557,9 Rue Constantin Aix-en-Provence,non
La Brocherie,brochaix@wanadoo.fr,https://www.labrocherieaix.com/,+33 4 42 38 33 21,5 Rue Fernand Dol Aix-en-Provence,non
Le Dragon D'or,,https://www.dragon-dor-venelles.fr/,,,non
Peppino,,,,,non
Le Col 5,hello@centralapp.com,https://lecol5.fr/fr,+33488291600,24 Rue de la Verrerie Aix-en-Provence,non
La Maison des Fondues,,http://www.maisondesfondues.com/,+33 4 42 63 07 78,11 Rue de la Verrerie Aix-en-Provence,non
Les Fils à Maman,surpriseparty@lesfilsamaman.com,https://www.lesfilsamaman.com/,+33 9 81 21 20 97,42 Rue de la Verrerie Aix-en-Provence,non
Ze Kitchen,,https://www.zekitchen.fr/,+33 9 82 58 14 59,524 Avenue Pierre Brossolette Aix-en-Provence,non
L'appart,,,,,non
Oh,,https://ohsushiaix.fr/,+33 983617140,14 Rue Félibre Gaut Aix-en-Provence,non
OKKO Sushi,,https://aix-en-provence.okkosushi.com/,,4 Cours Gambetta Aix-en-Provence,non
Chez Lulu,chezlulu.cafegourmand@gmail.com,https://chezlulu-aix.com/,+33 6 10 99 22 75,11 Rue Chastel Aix-en-Provence,non
Atmosph'R,,https://www.restaurantatmosphr.fr/,+33 4 86 91 55 02,,non
Enjoy Sushi,,,,,non
Kim Sushi,,,+33 4 42 96 42 64,31 Rue Boulegon,non
Alto Gusto,,,+33 4 42 97 62 26,,non
Vintrépide,,https://www.vintrepide.com/,+33 9 83 88 96 59,48 Rue du Puits Neuf Aix-en-Provence,non
Le four sous le platane,lefoursousleplatane@gmail.com,,+33 4 42 26 07 71,31 Rue de la Couronne Aix-en-Provence,non
Les Terrasses du Sun,,https://lesterrassesdusun.fr/,+33 442913280,165 Chemin de la Valette Les Milles,non
Valeria - Le Clan des Mammas,valeria@leclandesmamma.com,https://www.leclandesmamma.com/restaurant/valeria/,+33 4 42 21 64 35,20 Forum des Cardeurs Aix-en-Provence,non
Pause Plaisir,,,,,non
Les Zèles 114,,https://www.leszeles114.fr/,+33982645489,Aérodrome Aix Les Milles Bâtiment A01 Chemin de la Badesse Aix-en-Provence,non
Les Arcades,,,+33 7 88 85 90 15,Chemin du Coton Rouge Aix-en-Provence,non
Little Sénégal,,,+33465044798,,non
Le Riad,contact@leriad.com,https://www.leriad.com/,+33 4 42 26 15 79,21 Rue Lieutaud Aix-en-Provence,non
Le Zinc d'Hugo,,https://zinc-hugo.com/,+33 4 42 27 69 69,22 Rue Lieutaud Aix-en-Provence,non
